,y,x
0,0.0,0.0
1,0.005590169943749474,-0.0006249999999999997
2,0.005590169943749473,0.005
3,0.005590169943749473,0.005
4,0.011180339887498947,0.004375000000000002
5,0.011180339887498947,0.01
6,0.011180339887498947,0.01
7,0.01677050983124842,0.009375000000000001
8,0.01677050983124842,0.015000000000000003
9,0.01677050983124842,0.015000000000000003
10,0.022360679774997894,0.014375000000000002
11,0.022360679774997894,0.02
12,0.022360679774997894,0.02
13,0.02795084971874737,0.019375
14,0.027950849718747367,0.025
15,0.027950849718747367,0.025
16,0.03354101966249684,0.024375000000000004
17,0.03354101966249684,0.030000000000000006
18,0.03354101966249684,0.030000000000000006
19,0.039131189606246314,0.029375000000000002
20,0.039131189606246314,0.035
21,0.039131189606246314,0.035
22,0.04472135954999579,0.034374999999999996
23,0.04472135954999579,0.04
24,0.04472135954999579,0.04
25,0.05031152949374526,0.039375
26,0.05031152949374527,0.045
27,0.05031152949374527,0.045
28,0.055901699437494734,0.044375
29,0.055901699437494734,0.05
30,0.05031152949374526,0.055
31,0.05031152949374526,0.060625000000000005
32,0.04472135954999579,0.060000000000000005
33,0.055901699437494734,0.05
34,0.055901699437494734,0.05562500000000001
35,0.05031152949374526,0.055
36,0.04472135954999579,0.060000000000000005
37,0.04472135954999579,0.065625
38,0.039131189606246314,0.065
39,0.039131189606246314,0.065
40,0.039131189606246314,0.07062500000000001
41,0.03354101966249684,0.07
42,0.03354101966249684,0.07
43,0.03354101966249684,0.07562500000000001
44,0.027950849718747367,0.07500000000000001
45,0.027950849718747367,0.07500000000000001
46,0.02795084971874737,0.08062500000000002
47,0.022360679774997894,0.08000000000000002
48,0.022360679774997894,0.08000000000000002
49,0.022360679774997894,0.085625
50,0.01677050983124842,0.085
51,0.01677050983124842,0.085
52,0.01677050983124842,0.090625
53,0.011180339887498947,0.09
54,0.011180339887498947,0.09
55,0.011180339887498947,0.095625
56,0.0055901699437494665,0.095
57,0.0055901699437494665,0.095
58,0.005590169943749474,0.100625
59,0.0,0.1
60,0.0,0.1
61,0.005590169943749473,0.099375
62,0.005590169943749473,0.10500000000000001
63,0.005590169943749473,0.10500000000000001
64,0.011180339887498947,0.104375
65,0.011180339887498947,0.11
66,0.011180339887498947,0.11
67,0.01677050983124842,0.109375
68,0.01677050983124842,0.115
69,0.01677050983124842,0.115
70,0.022360679774997894,0.11437499999999999
71,0.022360679774997894,0.12
72,0.022360679774997894,0.12
73,0.02795084971874737,0.119375
74,0.027950849718747367,0.125
75,0.027950849718747367,0.125
76,0.03354101966249684,0.124375
77,0.03354101966249684,0.13
78,0.03354101966249684,0.13
79,0.039131189606246314,0.12937500000000002
80,0.039131189606246314,0.135
81,0.039131189606246314,0.135
82,0.04472135954999579,0.13437500000000002
83,0.04472135954999579,0.14
84,0.04472135954999579,0.14
85,0.05031152949374526,0.13937500000000003
86,0.05031152949374527,0.145
87,0.05031152949374527,0.145
88,0.055901699437494734,0.144375
89,0.055901699437494734,0.15
90,0.055901699437494734,0.15
91,0.055901699437494734,0.15562499999999999
92,0.05031152949374526,0.155
93,0.05031152949374526,0.155
94,0.05031152949374526,0.160625
95,0.04472135954999579,0.16
96,0.04472135954999579,0.16
97,0.04472135954999579,0.165625
98,0.039131189606246314,0.165
99,0.039131189606246314,0.165
100,0.039131189606246314,0.170625
101,0.03354101966249684,0.17
102,0.03354101966249684,0.17
103,0.03354101966249684,0.175625
104,0.027950849718747367,0.17500000000000002
105,0.027950849718747367,0.17500000000000002
106,0.02795084971874737,0.18062499999999998
107,0.022360679774997894,0.18
108,0.022360679774997894,0.18
109,0.022360679774997894,0.18562499999999998
110,0.01677050983124842,0.185
111,0.01677050983124842,0.185
112,0.01677050983124842,0.190625
113,0.011180339887498947,0.19
114,0.011180339887498947,0.19
115,0.011180339887498947,0.195625
116,0.0055901699437494665,0.195
117,0.0055901699437494665,0.195
118,0.005590169943749474,0.200625
119,0.0,0.2
120,0.0,0.2
121,0.005590169943749473,0.19937500000000002
122,0.005590169943749473,0.20500000000000002
123,0.005590169943749473,0.20500000000000002
124,0.011180339887498947,0.20437500000000003
125,0.011180339887498947,0.21000000000000002
126,0.011180339887498947,0.21000000000000002
127,0.01677050983124842,0.20937500000000003
128,0.01677050983124842,0.215
129,0.01677050983124842,0.215
130,0.022360679774997894,0.214375
131,0.022360679774997894,0.22
132,0.022360679774997894,0.22
133,0.02795084971874737,0.21937500000000001
134,0.027950849718747367,0.225
135,0.027950849718747367,0.225
136,0.03354101966249684,0.22437500000000002
137,0.03354101966249684,0.23
138,0.03354101966249684,0.23
139,0.039131189606246314,0.22937500000000002
140,0.039131189606246314,0.235
141,0.039131189606246314,0.235
142,0.04472135954999579,0.234375
143,0.04472135954999579,0.24
144,0.04472135954999579,0.24
145,0.05031152949374526,0.239375
146,0.05031152949374527,0.245
147,0.05031152949374527,0.245
148,0.055901699437494734,0.244375
149,0.055901699437494734,0.25
150,0.055901699437494734,0.25
151,0.055901699437494734,0.255625
152,0.05031152949374526,0.255
153,0.05031152949374526,0.255
154,0.05031152949374526,0.260625
155,0.04472135954999579,0.26
156,0.04472135954999579,0.26
157,0.04472135954999579,0.265625
158,0.039131189606246314,0.265
159,0.039131189606246314,0.265
160,0.039131189606246314,0.270625
161,0.03354101966249684,0.27
162,0.03354101966249684,0.27
163,0.03354101966249684,0.275625
164,0.027950849718747367,0.275
165,0.027950849718747367,0.275
166,0.02795084971874737,0.28062499999999996
167,0.022360679774997894,0.27999999999999997
168,0.022360679774997894,0.27999999999999997
169,0.022360679774997894,0.28562499999999996
170,0.01677050983124842,0.285
171,0.01677050983124842,0.285
172,0.01677050983124842,0.29062499999999997
173,0.011180339887498947,0.29
174,0.011180339887498947,0.29
175,0.011180339887498947,0.29562499999999997
176,0.0055901699437494665,0.295
177,0.0055901699437494665,0.295
178,0.005590169943749473,0.300625
179,0.0,0.3
180,0.0,0.3
181,0.005590169943749473,0.299375
182,0.005590169943749473,0.305
183,0.005590169943749473,0.305
184,0.011180339887498947,0.304375
185,0.011180339887498947,0.31
186,0.011180339887498947,0.31
187,0.01677050983124842,0.309375
188,0.01677050983124842,0.315
189,0.01677050983124842,0.315
190,0.022360679774997894,0.314375
191,0.022360679774997894,0.32
192,0.022360679774997894,0.32
193,0.02795084971874737,0.319375
194,0.027950849718747367,0.32499999999999996
195,0.027950849718747367,0.32499999999999996
196,0.03354101966249684,0.32437499999999997
197,0.03354101966249684,0.32999999999999996
198,0.03354101966249684,0.32999999999999996
199,0.039131189606246314,0.329375
200,0.039131189606246314,0.33499999999999996
201,0.039131189606246314,0.33499999999999996
202,0.04472135954999579,0.334375
203,0.04472135954999579,0.33999999999999997
204,0.04472135954999579,0.33999999999999997
205,0.05031152949374526,0.339375
206,0.05031152949374527,0.345
207,0.05031152949374527,0.345
208,0.055901699437494734,0.344375
209,0.055901699437494734,0.35
210,0.055901699437494734,0.35
211,0.055901699437494734,0.35562499999999997
212,0.05031152949374526,0.355
213,0.05031152949374526,0.355
214,0.05031152949374526,0.360625
215,0.04472135954999579,0.36
216,0.04472135954999579,0.36
217,0.04472135954999579,0.365625
218,0.039131189606246314,0.365
219,0.039131189606246314,0.365
220,0.039131189606246314,0.370625
221,0.03354101966249684,0.37
222,0.03354101966249684,0.37
223,0.03354101966249684,0.375625
224,0.027950849718747367,0.375
225,0.027950849718747367,0.375
226,0.027950849718747374,0.380625
227,0.022360679774997894,0.38
228,0.022360679774997894,0.38
229,0.022360679774997897,0.385625
230,0.01677050983124842,0.385
231,0.01677050983124842,0.385
232,0.016770509831248424,0.390625
233,0.011180339887498947,0.39
234,0.011180339887498947,0.39
235,0.01118033988749895,0.395625
236,0.0055901699437494665,0.395
237,0.0055901699437494665,0.395
238,0.005590169943749477,0.400625
239,0.0,0.4
240,0.0,0.4
241,0.005590169943749473,0.39937500000000004
242,0.005590169943749473,0.405
243,0.005590169943749473,0.405
244,0.011180339887498947,0.40437500000000004
245,0.011180339887498947,0.41000000000000003
246,0.011180339887498947,0.41000000000000003
247,0.01677050983124842,0.40937500000000004
248,0.01677050983124842,0.41500000000000004
249,0.01677050983124842,0.41500000000000004
250,0.022360679774997894,0.41437500000000005
251,0.022360679774997894,0.42000000000000004
252,0.022360679774997894,0.42000000000000004
253,0.02795084971874737,0.41937500000000005
254,0.027950849718747367,0.42500000000000004
255,0.027950849718747367,0.42500000000000004
256,0.03354101966249684,0.424375
257,0.03354101966249684,0.43
258,0.03354101966249684,0.43
259,0.039131189606246314,0.429375
260,0.039131189606246314,0.435
261,0.039131189606246314,0.435
262,0.04472135954999579,0.434375
263,0.04472135954999579,0.44
264,0.04472135954999579,0.44
265,0.05031152949374526,0.439375
266,0.05031152949374527,0.445
267,0.05031152949374527,0.445
268,0.055901699437494734,0.444375
269,0.055901699437494734,0.45
270,0.055901699437494734,0.45
271,0.055901699437494734,0.455625
272,0.05031152949374526,0.455
273,0.05031152949374526,0.455
274,0.05031152949374526,0.460625
275,0.04472135954999579,0.46
276,0.04472135954999579,0.46
277,0.04472135954999579,0.465625
278,0.039131189606246314,0.465
279,0.039131189606246314,0.465
280,0.039131189606246314,0.470625
281,0.03354101966249684,0.47000000000000003
282,0.03354101966249684,0.47000000000000003
283,0.03354101966249684,0.475625
284,0.027950849718747367,0.475
285,0.027950849718747367,0.475
286,0.02795084971874737,0.48062499999999997
287,0.022360679774997894,0.48
288,0.022360679774997894,0.48
289,0.022360679774997894,0.485625
290,0.01677050983124842,0.485
291,0.01677050983124842,0.485
292,0.01677050983124842,0.490625
293,0.011180339887498947,0.49
294,0.011180339887498947,0.49
295,0.011180339887498947,0.495625
296,0.0055901699437494665,0.495
297,0.0055901699437494665,0.495
298,0.005590169943749473,0.500625
299,0.0,0.5
300,0.0,0.5
301,0.005590169943749477,0.49937499999999996
302,0.005590169943749473,0.505
303,0.005590169943749473,0.505
304,0.01118033988749895,0.504375
305,0.011180339887498947,0.51
306,0.011180339887498947,0.51
307,0.016770509831248424,0.5093749999999999
308,0.01677050983124842,0.515
309,0.01677050983124842,0.515
310,0.022360679774997897,0.514375
311,0.022360679774997894,0.52
312,0.022360679774997894,0.52
313,0.027950849718747374,0.5193749999999999
314,0.027950849718747367,0.525
315,0.027950849718747367,0.525
316,0.03354101966249684,0.524375
317,0.03354101966249684,0.53
318,0.03354101966249684,0.53
319,0.039131189606246314,0.5293749999999999
320,0.039131189606246314,0.535
321,0.039131189606246314,0.535
322,0.04472135954999579,0.534375
323,0.04472135954999579,0.54
324,0.04472135954999579,0.54
325,0.05031152949374526,0.5393749999999999
326,0.05031152949374527,0.545
327,0.05031152949374527,0.545
328,0.055901699437494734,0.544375
329,0.055901699437494734,0.55
330,0.055901699437494734,0.55
331,0.05590169943749473,0.555625
332,0.05031152949374526,0.555
333,0.05031152949374526,0.555
334,0.050311529493745254,0.560625
335,0.04472135954999579,0.56
336,0.04472135954999579,0.56
337,0.04472135954999578,0.565625
338,0.039131189606246314,0.5650000000000001
339,0.039131189606246314,0.5650000000000001
340,0.03913118960624631,0.570625
341,0.03354101966249684,0.5700000000000001
342,0.03354101966249684,0.5700000000000001
343,0.033541019662496833,0.575625
344,0.027950849718747367,0.575
345,0.027950849718747367,0.575
346,0.027950849718747367,0.5806250000000001
347,0.022360679774997894,0.58
348,0.022360679774997894,0.58
349,0.02236067977499789,0.5856250000000001
350,0.01677050983124842,0.585
351,0.01677050983124842,0.585
352,0.016770509831248417,0.5906250000000001
353,0.011180339887498947,0.59
354,0.011180339887498947,0.59
355,0.011180339887498943,0.5956250000000001
356,0.0055901699437494665,0.595
357,0.0055901699437494665,0.595
358,0.00559016994374947,0.6006250000000001
359,0.0,0.6
360,0.0,0.6
361,0.005590169943749477,0.599375
362,0.005590169943749473,0.605
363,0.005590169943749473,0.605
364,0.01118033988749895,0.6043749999999999
365,0.011180339887498947,0.61
366,0.011180339887498947,0.61
367,0.016770509831248424,0.609375
368,0.01677050983124842,0.615
369,0.01677050983124842,0.615
370,0.022360679774997897,0.6143749999999999
371,0.022360679774997894,0.62
372,0.022360679774997894,0.62
373,0.027950849718747374,0.619375
374,0.027950849718747367,0.625
375,0.027950849718747367,0.625
376,0.03354101966249684,0.6243749999999999
377,0.03354101966249684,0.63
378,0.03354101966249684,0.63
379,0.039131189606246314,0.629375
380,0.039131189606246314,0.635
381,0.039131189606246314,0.635
382,0.04472135954999579,0.6343749999999999
383,0.04472135954999579,0.64
384,0.04472135954999579,0.64
385,0.05031152949374526,0.639375
386,0.05031152949374527,0.645
387,0.05031152949374527,0.645
388,0.055901699437494734,0.6443749999999999
389,0.055901699437494734,0.65
390,0.055901699437494734,0.65
391,0.05590169943749473,0.655625
392,0.05031152949374526,0.655
393,0.05031152949374526,0.655
394,0.050311529493745254,0.660625
395,0.04472135954999579,0.66
396,0.04472135954999579,0.66
397,0.04472135954999578,0.665625
398,0.039131189606246314,0.665
399,0.039131189606246314,0.665
400,0.03913118960624631,0.670625
401,0.03354101966249684,0.67
402,0.03354101966249684,0.67
403,0.033541019662496833,0.675625
404,0.027950849718747367,0.675
405,0.027950849718747367,0.675
406,0.027950849718747367,0.680625
407,0.022360679774997894,0.6799999999999999
408,0.022360679774997894,0.6799999999999999
409,0.02236067977499789,0.685625
410,0.01677050983124842,0.6849999999999999
411,0.01677050983124842,0.6849999999999999
412,0.016770509831248417,0.690625
413,0.011180339887498947,0.69
414,0.011180339887498947,0.69
415,0.011180339887498943,0.695625
416,0.0055901699437494665,0.695
417,0.0055901699437494665,0.695
418,0.00559016994374947,0.700625
419,0.0,0.7
420,0.0,0.7
421,0.005590169943749477,0.6993749999999999
422,0.005590169943749473,0.705
423,0.005590169943749473,0.705
424,0.01118033988749895,0.704375
425,0.011180339887498947,0.71
426,0.011180339887498947,0.71
427,0.016770509831248424,0.7093749999999999
428,0.01677050983124842,0.715
429,0.01677050983124842,0.715
430,0.022360679774997897,0.714375
431,0.022360679774997894,0.72
432,0.022360679774997894,0.72
433,0.027950849718747374,0.7193749999999999
434,0.027950849718747367,0.725
435,0.027950849718747367,0.725
436,0.03354101966249684,0.724375
437,0.03354101966249684,0.73
438,0.03354101966249684,0.73
439,0.039131189606246314,0.7293749999999999
440,0.039131189606246314,0.735
441,0.039131189606246314,0.735
442,0.04472135954999579,0.734375
443,0.04472135954999579,0.74
444,0.04472135954999579,0.74
445,0.05031152949374526,0.7393749999999999
446,0.05031152949374527,0.745
447,0.05031152949374527,0.745
448,0.055901699437494734,0.744375
449,0.055901699437494734,0.75
450,0.055901699437494734,0.75
451,0.055901699437494734,0.755625
452,0.05031152949374526,0.755
453,0.05031152949374526,0.755
454,0.05031152949374526,0.7606250000000001
455,0.04472135954999579,0.76
456,0.04472135954999579,0.76
457,0.04472135954999579,0.765625
458,0.039131189606246314,0.765
459,0.039131189606246314,0.765
460,0.039131189606246314,0.7706250000000001
461,0.03354101966249684,0.77
462,0.03354101966249684,0.77
463,0.03354101966249684,0.775625
464,0.027950849718747367,0.775
465,0.027950849718747367,0.775
466,0.027950849718747374,0.7806250000000001
467,0.022360679774997894,0.78
468,0.022360679774997894,0.78
469,0.022360679774997897,0.785625
470,0.01677050983124842,0.785
471,0.01677050983124842,0.785
472,0.016770509831248424,0.7906250000000001
473,0.011180339887498947,0.79
474,0.011180339887498947,0.79
475,0.01118033988749895,0.795625
476,0.0055901699437494665,0.795
477,0.0055901699437494665,0.795
478,0.005590169943749477,0.8006250000000001
479,0.0,0.8
480,0.0,0.8
481,0.00559016994374947,0.799375
482,0.005590169943749473,0.805
483,0.005590169943749473,0.805
484,0.011180339887498943,0.804375
485,0.011180339887498947,0.81
486,0.011180339887498947,0.81
487,0.016770509831248417,0.809375
488,0.01677050983124842,0.8150000000000001
489,0.01677050983124842,0.8150000000000001
490,0.02236067977499789,0.814375
491,0.022360679774997894,0.8200000000000001
492,0.022360679774997894,0.8200000000000001
493,0.027950849718747367,0.819375
494,0.027950849718747367,0.825
495,0.027950849718747367,0.825
496,0.033541019662496833,0.824375
497,0.03354101966249684,0.83
498,0.03354101966249684,0.83
499,0.03913118960624631,0.829375
500,0.039131189606246314,0.835
501,0.039131189606246314,0.835
502,0.04472135954999578,0.834375
503,0.04472135954999579,0.84
504,0.04472135954999579,0.84
505,0.050311529493745254,0.839375
506,0.05031152949374527,0.845
507,0.05031152949374527,0.845
508,0.05590169943749473,0.844375
509,0.055901699437494734,0.85
510,0.055901699437494734,0.85
511,0.055901699437494734,0.8556250000000001
512,0.05031152949374526,0.855
513,0.05031152949374526,0.855
514,0.05031152949374526,0.860625
515,0.04472135954999579,0.86
516,0.04472135954999579,0.86
517,0.04472135954999579,0.8656250000000001
518,0.039131189606246314,0.865
519,0.039131189606246314,0.865
520,0.039131189606246314,0.870625
521,0.03354101966249684,0.87
522,0.03354101966249684,0.87
523,0.03354101966249684,0.8756250000000001
524,0.027950849718747367,0.875
525,0.027950849718747367,0.875
526,0.027950849718747374,0.880625
527,0.022360679774997894,0.88
528,0.022360679774997894,0.88
529,0.022360679774997897,0.8856250000000001
530,0.01677050983124842,0.885
531,0.01677050983124842,0.885
532,0.016770509831248424,0.890625
533,0.011180339887498947,0.89
534,0.011180339887498947,0.89
535,0.01118033988749895,0.8956250000000001
536,0.0055901699437494665,0.895
537,0.0055901699437494665,0.895
538,0.005590169943749477,0.900625
539,0.0,0.9
540,0.0,0.9
541,0.00559016994374947,0.8993749999999999
542,0.005590169943749473,0.905
543,0.005590169943749473,0.905
544,0.011180339887498943,0.9043749999999999
545,0.011180339887498947,0.91
546,0.011180339887498947,0.91
547,0.016770509831248417,0.9093749999999999
548,0.01677050983124842,0.915
549,0.01677050983124842,0.915
550,0.02236067977499789,0.9143749999999999
551,0.022360679774997894,0.92
552,0.022360679774997894,0.92
553,0.027950849718747367,0.9193749999999999
554,0.027950849718747367,0.925
555,0.027950849718747367,0.925
556,0.033541019662496833,0.924375
557,0.03354101966249684,0.9299999999999999
558,0.03354101966249684,0.9299999999999999
559,0.03913118960624631,0.929375
560,0.039131189606246314,0.9349999999999999
561,0.039131189606246314,0.9349999999999999
562,0.04472135954999578,0.934375
563,0.04472135954999579,0.94
564,0.04472135954999579,0.94
565,0.050311529493745254,0.939375
566,0.05031152949374527,0.945
567,0.05031152949374527,0.945
568,0.05590169943749473,0.944375
569,0.055901699437494734,0.95
570,0.055901699437494734,0.95
571,0.055901699437494734,0.955625
572,0.05031152949374526,0.955
573,0.05031152949374526,0.955
574,0.05031152949374526,0.9606250000000001
575,0.04472135954999579,0.96
576,0.04472135954999579,0.96
577,0.04472135954999579,0.965625
578,0.039131189606246314,0.965
579,0.039131189606246314,0.965
580,0.039131189606246314,0.9706250000000001
581,0.03354101966249684,0.97
582,0.03354101966249684,0.97
583,0.03354101966249684,0.975625
584,0.027950849718747367,0.975
585,0.027950849718747367,0.975
586,0.027950849718747374,0.9806250000000001
587,0.022360679774997894,0.98
588,0.022360679774997894,0.98
589,0.022360679774997897,0.985625
590,0.01677050983124842,0.985
591,0.01677050983124842,0.985
592,0.016770509831248424,0.9906250000000001
593,0.011180339887498947,0.99
594,0.011180339887498947,0.99
595,0.01118033988749895,0.995625
596,0.0055901699437494665,0.995
597,0.0055901699437494665,0.995
598,0.005590169943749477,1.000625
599,0.0,1.0
